annotator_id,method,sample_id,dataset,model,capability,input_text,expected_label,predicted_label,failure_reason,report_text,correctness_1_to_5,understandability_1_to_5,usefulness_1_to_5,actionability_1_to_5,comments
A2,CheckList + Attribution,qqp_word_0001,qqp,bert,word_order_sensitivity,Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?,NOT_EQUIVALENT,EQUIVALENT,N/A,"CheckList + Attribution report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.844; cue attribution ratio=0.156. Top attributed tokens: [[""lyon"", 0.3841125853104735], [""paris"", 0.30111381439074614], [""larger"", 0.1563727808579122], [""than"", 0.08407535157819719], [""is"", 0.07432546786267097]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,qqp_word_0001,qqp,bert,word_order_sensitivity,Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?,NOT_EQUIVALENT,EQUIVALENT,N/A,"CheckList + Counterfactual report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The counterfactual prediction was EQUIVALENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.403. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,qqp_word_0001,qqp,bert,word_order_sensitivity,Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?,NOT_EQUIVALENT,EQUIVALENT,N/A,"CheckList + Counterfactual report: Dataset: qqp. Model: bert. Capability: word_order_sensitivity. Relation: directional. Input: Is Paris larger than Lyon? [SEP] Is Lyon larger than Paris?. Expected label: NOT_EQUIVALENT. Predicted label: EQUIVALENT. The counterfactual prediction was EQUIVALENT, with counterfactual fail status=0. Counterfactual sensitivity CS=0.403. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,imdb_neg_0013,imdb,distilbert,negation,The movie was not poor.,POSITIVE,NEGATIVE,"Negation failure: expected negation cues received insufficient attribution (AM=0.80) and directional CS=0.28; top tokens: poor:0.48, not:0.20, movie:0.16, was:0.09, the:0.07.","X-CheckList report: Dataset: imdb. Model: distilbert. Capability: negation. Relation: directional. Input: The movie was not poor.. Expected label: POSITIVE. Predicted label: NEGATIVE. Attribution evidence: AM=0.796, cue attribution ratio=0.204, top attributed tokens=[[""poor"", 0.47637079012275485], [""not"", 0.20392991257828394], [""movie"", 0.16417225114349915], [""was"", 0.08863910286248598], [""the"", 0.06688794329297608]]. Counterfactual evidence: counterfactual predicted label=NEGATIVE, counterfactual fail status=0, CS=0.279. Explanation-Validated Failure Score EVFS=0.574. Diagnostic failure reason: Negation failure: expected negation cues received insufficient attribution (AM=0.80) and directional CS=0.28; top tokens: poor:0.48, not:0.20, movie:0.16, was:0.09, the:0.07.",,,,,
A2,X-CheckList,imdb_neg_0013,imdb,distilbert,negation,The movie was not poor.,POSITIVE,NEGATIVE,"Negation failure: expected negation cues received insufficient attribution (AM=0.80) and directional CS=0.28; top tokens: poor:0.48, not:0.20, movie:0.16, was:0.09, the:0.07.","X-CheckList report: Dataset: imdb. Model: distilbert. Capability: negation. Relation: directional. Input: The movie was not poor.. Expected label: POSITIVE. Predicted label: NEGATIVE. Attribution evidence: AM=0.796, cue attribution ratio=0.204, top attributed tokens=[[""poor"", 0.47637079012275485], [""not"", 0.20392991257828394], [""movie"", 0.16417225114349915], [""was"", 0.08863910286248598], [""the"", 0.06688794329297608]]. Counterfactual evidence: counterfactual predicted label=NEGATIVE, counterfactual fail status=0, CS=0.279. Explanation-Validated Failure Score EVFS=0.574. Diagnostic failure reason: Negation failure: expected negation cues received insufficient attribution (AM=0.80) and directional CS=0.28; top tokens: poor:0.48, not:0.20, movie:0.16, was:0.09, the:0.07.",,,,,
A1,Standard CheckList,imdb_neg_0013,imdb,distilbert,negation,The movie was not poor.,POSITIVE,NEGATIVE,N/A,"Standard CheckList report: Dataset: imdb. Model: distilbert. Capability: negation. Relation: directional. Input: The movie was not poor.. Expected label: POSITIVE. Predicted label: NEGATIVE. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,imdb_neg_0013,imdb,distilbert,negation,The movie was not poor.,POSITIVE,NEGATIVE,N/A,"Standard CheckList report: Dataset: imdb. Model: distilbert. Capability: negation. Relation: directional. Input: The movie was not poor.. Expected label: POSITIVE. Predicted label: NEGATIVE. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,imdb_neg_0013,imdb,distilbert,negation,The movie was not poor.,POSITIVE,NEGATIVE,N/A,"CheckList + Attribution report: Dataset: imdb. Model: distilbert. Capability: negation. Relation: directional. Input: The movie was not poor.. Expected label: POSITIVE. Predicted label: NEGATIVE. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.796; cue attribution ratio=0.204. Top attributed tokens: [[""poor"", 0.47637079012275485], [""not"", 0.20392991257828394], [""movie"", 0.16417225114349915], [""was"", 0.08863910286248598], [""the"", 0.06688794329297608]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A2,CheckList + Attribution,imdb_neg_0013,imdb,distilbert,negation,The movie was not poor.,POSITIVE,NEGATIVE,N/A,"CheckList + Attribution report: Dataset: imdb. Model: distilbert. Capability: negation. Relation: directional. Input: The movie was not poor.. Expected label: POSITIVE. Predicted label: NEGATIVE. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.796; cue attribution ratio=0.204. Top attributed tokens: [[""poor"", 0.47637079012275485], [""not"", 0.20392991257828394], [""movie"", 0.16417225114349915], [""was"", 0.08863910286248598], [""the"", 0.06688794329297608]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
A1,CheckList + Counterfactual,imdb_neg_0013,imdb,distilbert,negation,The movie was not poor.,POSITIVE,NEGATIVE,N/A,"CheckList + Counterfactual report: Dataset: imdb. Model: distilbert. Capability: negation. Relation: directional. Input: The movie was not poor.. Expected label: POSITIVE. Predicted label: NEGATIVE. The counterfactual prediction was NEGATIVE, with counterfactual fail status=0. Counterfactual sensitivity CS=0.279. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A2,CheckList + Counterfactual,imdb_neg_0013,imdb,distilbert,negation,The movie was not poor.,POSITIVE,NEGATIVE,N/A,"CheckList + Counterfactual report: Dataset: imdb. Model: distilbert. Capability: negation. Relation: directional. Input: The movie was not poor.. Expected label: POSITIVE. Predicted label: NEGATIVE. The counterfactual prediction was NEGATIVE, with counterfactual fail status=0. Counterfactual sensitivity CS=0.279. This report shows whether the model changed under a controlled counterfactual input, but it does not include token-level attribution or a full explanation-validated failure score.",,,,,
A1,X-CheckList,mnli_bench_0197,mnli,roberta,semantic_role_sensitivity,to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. ,NEUTRAL,CONTRADICTION,"General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: eighty:0.30, degrees:0.05, cold:0.05, hot:0.05, and:0.04.","X-CheckList report: Dataset: mnli. Model: roberta. Capability: semantic_role_sensitivity. Relation: invariance. Input: to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. . Expected label: NEUTRAL. Predicted label: CONTRADICTION. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""eighty"", 0.29850220874524885], [""degrees"", 0.05313069368644087], [""cold"", 0.04852312303521676], [""hot"", 0.04731456718492907], [""and"", 0.04311529724144042], [""then"", 0.03639651203549549], [""it"", 0.035998065065403824], [""even"", 0.03372019515006681], [""winter"", 0.03135950436185662], [""last"", 0.029373449716101327]]. Counterfactual evidence: counterfactual predicted label=CONTRADICTION, counterfactual fail status=1, CS=0.000. Explanation-Validated Failure Score EVFS=0.000. Diagnostic failure reason: General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: eighty:0.30, degrees:0.05, cold:0.05, hot:0.05, and:0.04.",,,,,
A2,X-CheckList,mnli_bench_0197,mnli,roberta,semantic_role_sensitivity,to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. ,NEUTRAL,CONTRADICTION,"General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: eighty:0.30, degrees:0.05, cold:0.05, hot:0.05, and:0.04.","X-CheckList report: Dataset: mnli. Model: roberta. Capability: semantic_role_sensitivity. Relation: invariance. Input: to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. . Expected label: NEUTRAL. Predicted label: CONTRADICTION. Attribution evidence: AM=0.500, cue attribution ratio=0.000, top attributed tokens=[[""eighty"", 0.29850220874524885], [""degrees"", 0.05313069368644087], [""cold"", 0.04852312303521676], [""hot"", 0.04731456718492907], [""and"", 0.04311529724144042], [""then"", 0.03639651203549549], [""it"", 0.035998065065403824], [""even"", 0.03372019515006681], [""winter"", 0.03135950436185662], [""last"", 0.029373449716101327]]. Counterfactual evidence: counterfactual predicted label=CONTRADICTION, counterfactual fail status=1, CS=0.000. Explanation-Validated Failure Score EVFS=0.000. Diagnostic failure reason: General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: eighty:0.30, degrees:0.05, cold:0.05, hot:0.05, and:0.04.",,,,,
A1,Standard CheckList,mnli_bench_0197,mnli,roberta,semantic_role_sensitivity,to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. ,NEUTRAL,CONTRADICTION,N/A,"Standard CheckList report: Dataset: mnli. Model: roberta. Capability: semantic_role_sensitivity. Relation: invariance. Input: to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. . Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A2,Standard CheckList,mnli_bench_0197,mnli,roberta,semantic_role_sensitivity,to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. ,NEUTRAL,CONTRADICTION,N/A,"Standard CheckList report: Dataset: mnli. Model: roberta. Capability: semantic_role_sensitivity. Relation: invariance. Input: to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. . Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report identifies this as a failed behavioral test because the predicted label does not match the expected label. No attribution evidence, counterfactual validation, or detailed failure reason is provided.",,,,,
A1,CheckList + Attribution,mnli_bench_0197,mnli,roberta,semantic_role_sensitivity,to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. ,NEUTRAL,CONTRADICTION,N/A,"CheckList + Attribution report: Dataset: mnli. Model: roberta. Capability: semantic_role_sensitivity. Relation: invariance. Input: to do it before you know before it gets hot and one time last year i remember we were planning on doing that and it was eighty degrees even then [SEP] Last year we planned to do that during winter and it was nice and cold. . Expected label: NEUTRAL. Predicted label: CONTRADICTION. The report adds token-level attribution evidence. Attribution Mismatch Score AM=0.500; cue attribution ratio=0.000. Top attributed tokens: [[""eighty"", 0.29850220874524885], [""degrees"", 0.05313069368644087], [""cold"", 0.04852312303521676], [""hot"", 0.04731456718492907], [""and"", 0.04311529724144042], [""then"", 0.03639651203549549], [""it"", 0.035998065065403824], [""even"", 0.03372019515006681], [""winter"", 0.03135950436185662], [""last"", 0.029373449716101327]]. This report suggests whether the model focused on expected cues or misleading tokens, but it does not validate the explanation using counterfactual behavior.",,,,,
